path,path_normalized,filename,file_modified_time,file_added_time,file_size,file_hash,sampleRate,nChannels,domain,product,offset,length,lengthMs,centroid,loudness,peak,druminess,lateTransient,coord_x,coord_y,coord_z,coord_w,category,star,unsupported,format
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc109.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc109.wav,DM5Perc109.wav,1223725318,1623679728,45414,6f140914dd919aa589d5a9c594c0081a,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,22685,514.399,0.794194,-6.1948,0.999969,0.676958,0.0,0.901089,0.491861,0.0468817,0.0591293,HHO,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis Sr16/SR16Triangle.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis Sr16/SR16Triangle.wav,SR16Triangle.wav,1223725326,1623679729,39348,6d5393b61d3197cce560161212343b9e,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,19652,445.624,0.879761,-5.05823,0.976959,0.245483,0.0,0.900594,0.556267,0.0163744,-0.00815084,HHO,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis Hr16b/MaxV - Snare 3.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis Hr16b/MaxV - Snare 3.wav,MaxV - Snare 3.wav,1223725324,1623679729,17900,1541f5f5a8e8fa279af19028315cd523,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,8928,202.449,0.632347,-4.389,0.999969,0.938747,0.0,0.460892,0.308958,-0.0292959,-0.0096404,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis Hr16/HR16Tamborine.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis Hr16/HR16Tamborine.wav,HR16Tamborine.wav,1223725322,1623679729,46342,2248537ba5f93fa9d0a35be5c2913877,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,23149,524.921,0.627122,-3.90464,0.982239,0.761096,0.0,0.922641,0.387299,0.0494284,0.00689418,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc105.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc105.wav,DM5Perc105.wav,1223725318,1623679728,44450,7d632f49d46af409ea3e61c0d2584c34,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,22203,503.469,0.520098,-6.7685,0.999969,0.881071,0.0,0.525977,0.453099,-0.0933976,0.1072,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc104.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc104.wav,DM5Perc104.wav,1223725318,1623679728,3964,3346e7e6f2435aead327aca3de251c6b,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,1960,44.4444,0.631236,-6.4508,1.0,0.988033,0.0,0.790669,0.058773,0.00250041,0.0469254,HHC,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc103.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc103.wav,DM5Perc103.wav,1223725318,1623679728,16220,b36fb7a208dfab004a6825606cc70685,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,8088,183.401,0.478768,-8.73305,0.999969,0.4302,0.0,0.360783,0.144135,-0.0195141,0.0341311,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc102.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc102.wav,DM5Perc102.wav,1223725318,1623679728,9146,5adb0f39a763907237bba607dc3aaef2,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,4551,103.197,0.553711,-10.2441,0.999969,0.700677,0.0,0.479485,0.0867439,-0.0242508,0.0580545,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc101.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc101.wav,DM5Perc101.wav,1223725318,1623679728,36250,c8c953fdcb27b23afc7c400c02a0ff0e,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,18103,410.499,0.593774,-8.80293,0.998413,0.904465,0.0,0.483237,0.126964,-0.0758607,0.0554289,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc099.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc099.wav,DM5Perc099.wav,1223725318,1623679728,44790,54dc8d1b6d80e65f883c93b59569347c,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,22373,507.324,0.263669,-8.2531,0.999969,0.949584,0.0,0.392034,0.531517,-0.0351656,0.0749817,Tom,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc098.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc098.wav,DM5Perc098.wav,1223725318,1623679728,38074,75ce584ca979da8f82eaaf98e117c910,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,19015,431.179,0.424733,-8.31143,0.999969,0.905215,0.0,0.44356,0.377921,-0.0197522,0.012911,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc097.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc097.wav,DM5Perc097.wav,1223725318,1623679728,73654,e01faf05c0ab4b8e3c79385c25e6ab80,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,36805,834.581,0.179396,-9.89982,1.0,0.989717,0.0,0.312647,0.610675,-0.0478468,-0.0362466,Kick,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis Hr16b/MaxV - Clap.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis Hr16b/MaxV - Clap.wav,MaxV - Clap.wav,1223725324,1623679729,12914,de2f41ef3d17a9fb20bd64e62605f429,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,6435,145.918,0.707867,-6.0946,1.0,0.950016,0.0,0.647086,0.377301,-0.0982363,0.035353,Clap,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Akai MPC-2000/MaxV - 808_CY.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Akai MPC-2000/MaxV - 808_CY.wav,MaxV - 808_CY.wav,1223725314,1623679727,208042,3b8e52e108f523535c81b141602b4227,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,288,103999,2358.25,0.869186,-9.72795,0.424377,0.765451,0.0,0.901685,0.716843,0.0705232,-0.0114196,Cymbal,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis Hr16b/HR16B 038 Bottles.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis Hr16b/HR16B 038 Bottles.wav,HR16B 038 Bottles.wav,1223725324,1623679729,29360,51d3d37a2f7c0d165390815926ecf0ed,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,1,14658,332.381,0.758433,-5.24722,1.0,0.92991,0.0,0.712566,0.419888,0.0349133,0.175074,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc094.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc094.wav,DM5Perc094.wav,1223725318,1623679728,57018,4dae9de8306583bf34ca827d56c121e3,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,28487,645.964,0.248326,-12.1317,0.999054,0.988166,0.0,0.246284,0.61032,-0.037551,-0.0216173,Kick,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Acetone Rhythm Ace/MaxV - Cowbell.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Acetone Rhythm Ace/MaxV - Cowbell.wav,MaxV - Cowbell.wav,1223725312,1623679727,21670,208a9036e36c0e5e6e9222442d16b61d,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,10813,245.193,0.422672,-11.2165,1.0,0.927979,0.0,0.361176,0.169326,-0.0352025,0.0155354,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/AKAI XE-8/MaxV - XE8 Tom 2 ext_7.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/AKAI XE-8/MaxV - XE8 Tom 2 ext_7.wav,MaxV - XE8 Tom 2 ext_7.wav,1223725314,1623679727,56774,424645c955bc999d54835c5b35173bae,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,28365,643.197,0.230277,-7.60683,0.997986,0.823059,0.0,0.414955,0.583013,0.115871,0.0460453,Tom,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc093.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc093.wav,DM5Perc093.wav,1223725318,1623679728,35572,f0fc214f7ba1b8dd3994f42cd8e48bdc,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,17764,402.812,0.429441,-10.343,0.998901,0.94725,0.0,0.425856,0.48909,-0.0631332,0.086839,Tom,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc092.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc092.wav,DM5Perc092.wav,1223725318,1623679728,53960,2104480ec1dd71bbbc8a087c346b6e2c,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,26958,611.293,0.518413,-9.43694,1.0,0.984011,0.0,0.512567,0.412156,-0.134712,0.0821076,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc091.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc091.wav,DM5Perc091.wav,1223725318,1623679728,50238,3f92307bdc356fc755da4e867cdf7d53,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,25097,569.093,0.357197,-10.2064,0.997559,0.953508,0.0,0.432125,0.515337,-0.0892291,0.0353643,Tom,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis Hr16/MaxV - HR16 RIDE CYMB.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis Hr16/MaxV - HR16 RIDE CYMB.wav,MaxV - HR16 RIDE CYMB.wav,1223725324,1623679729,52704,effa3c850036b83d42f6f2688f02f286,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,26330,597.052,0.822524,-5.64328,0.999969,0.983055,0.0,0.867001,0.578262,0.072504,-0.022813,HHO,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc089.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc089.wav,DM5Perc089.wav,1223725318,1623679728,34018,69554abf5aa72e4596760de409116a8e,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,16987,385.193,0.785567,-6.89673,0.913361,0.953321,0.00019632,0.874613,0.493425,0.0647379,-0.0208015,HHO,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc088.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc088.wav,DM5Perc088.wav,1223725318,1623679728,34018,dc1f9a3456cb84809ccc7f1aafeb14c2,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,16987,385.193,0.781366,-7.5653,0.927216,0.953272,0.000137874,0.881957,0.500703,0.0713387,-0.0117634,HHO,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis Hr16b/MaxV - Tambourine.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis Hr16b/MaxV - Tambourine.wav,MaxV - Tambourine.wav,1223725324,1623679729,21702,0c6c6e145d47a5110ff688fe297be166,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,10829,245.556,0.905019,-2.97262,0.967102,0.754382,0.0,0.934798,0.414572,0.0530131,0.00907731,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc086.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc086.wav,DM5Perc086.wav,1223725318,1623679728,146144,c4183badf3774c2e216cedbbbb560763,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,73050,1656.46,0.277725,-10.0634,1.0,0.945345,0.0,0.324799,0.610724,-0.0257943,-0.00394743,Kick,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc085.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc085.wav,DM5Perc085.wav,1223725318,1623679728,64988,8dd883714974611cc0b39ad2b651c057,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,32472,736.327,0.784009,-1.51684,0.962738,0.395902,0.00296297,0.836333,0.65588,0.081838,-0.0343461,Cymbal,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc084.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc084.wav,DM5Perc084.wav,1223725318,1623679728,41524,464daac7b517d986872400c060c209ed,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,20740,470.295,0.826845,-2.30509,0.964233,0.422509,0.0,0.908819,0.514285,-0.0087314,-0.0195184,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc083.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc083.wav,DM5Perc083.wav,1223725318,1623679728,23206,6ac79d1bbebaceefa7072ba730e9dcba,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,11581,262.608,0.55344,-12.3798,0.999847,0.741758,0.0,0.470579,0.110006,-0.043942,0.0483107,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis Hr16b/MaxV - Kick 9.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis Hr16b/MaxV - Kick 9.wav,MaxV - Kick 9.wav,1223725324,1623679729,23126,9f5c30ce6463b0a9fbd72184dffc9f99,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,11541,261.701,0.269503,-6.38407,0.97937,0.987067,0.0,0.262587,0.494799,-0.0231167,-0.0495651,Kick,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc081.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc081.wav,DM5Perc081.wav,1223725318,1623679728,21954,ddbc663e2c9846a7a48532a7c9835c88,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,10955,248.413,0.842204,-6.01047,0.981689,0.784702,0.0,0.893786,0.311134,0.0652917,-0.00397323,HHC,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc080.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc080.wav,DM5Perc080.wav,1223725318,1623679728,12142,454b534fed70e6cc026a245c47b357e9,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,6049,137.166,0.650528,-6.66152,0.999969,0.935656,0.0,0.769708,0.174078,0.0910115,0.023643,HHC,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc079.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc079.wav,DM5Perc079.wav,1223725318,1623679728,35928,679b7b29330cbdc783a1308674d58b01,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,17942,406.848,0.664949,-7.9952,0.995453,0.980777,0.0,0.631108,0.435641,-0.0211614,0.0198696,Clap,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc078.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc078.wav,DM5Perc078.wav,1223725318,1623679728,25212,41dc7b5d8126c8c517f42c3e3e831f50,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,12584,285.351,0.715603,-7.57036,0.999969,0.891672,0.0,0.604108,0.445012,0.0589402,0.202823,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis D4fx/MaxV - Snare 19.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis D4fx/MaxV - Snare 19.wav,MaxV - Snare 19.wav,1223725314,1623679727,200426,8ed96dd380bd1be2631ebdb5862731ec,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,100191,2271.9,0.483357,-11.4793,0.595367,0.80146,0.0,0.71519,0.688157,0.0141389,-0.0375319,FX,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc077.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc077.wav,DM5Perc077.wav,1223725318,1623679728,43872,fb4db959b8c2b5acb12413fcec59a47e,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,21914,496.916,0.696631,-4.21389,0.961639,0.948595,0.0,0.887167,0.478541,0.0680581,-0.0105477,HHO,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc076.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc076.wav,DM5Perc076.wav,1223725318,1623679728,36174,a70fb8136ba92bd8dabecabe18c31e88,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,18065,409.637,0.481514,-9.48352,0.997253,0.927949,0.0,0.466754,0.373293,-0.0864554,0.0140801,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis Hr16b/MaxV - Bell 1.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis Hr16b/MaxV - Bell 1.wav,MaxV - Bell 1.wav,1223725324,1623679729,14570,242b66568cddd27e0a005a0053544dde,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,7263,164.694,0.806451,-5.25249,0.999969,0.87856,0.0,0.755921,0.354042,0.0108533,0.0259277,HHC,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Akai XR10/XR10Crash01.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Akai XR10/XR10Crash01.wav,XR10Crash01.wav,1223725314,1623679727,115424,023b5683ab15a32b0aa42d761b417ffa,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,2,57690,1308.16,0.855068,0.291048,0.999969,0.395524,0.0,0.86125,0.736295,0.06857,-0.0248199,Cymbal,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc074.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc074.wav,DM5Perc074.wav,1223725318,1623679728,57852,f78170fae81cdb1718183e677d9bc092,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,28904,655.419,0.671555,-6.45175,0.904755,0.975936,0.0,0.854697,0.569022,0.0363308,-0.0137206,HHO,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc073.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc073.wav,DM5Perc073.wav,1223725318,1623679728,66728,a5ef1a858d1e380f803f013171bcf6be,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,33342,756.054,0.706134,-3.72528,1.0,0.91329,0.0,0.869924,0.572651,0.0375161,-0.0138927,HHO,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc072.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc072.wav,DM5Perc072.wav,1223725318,1623679728,23776,4bc394b724e21fd78fcca7b3bfe5b368,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,11866,269.07,0.700163,-9.41718,1.0,0.631933,0.0,0.734502,0.333456,0.0110242,0.170381,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc071.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc071.wav,DM5Perc071.wav,1223725318,1623679728,4454,772419531873bdf343961c6ff411b78f,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,2205,50.0,0.546361,-12.4114,0.999969,0.699539,0.0,0.485648,0.0915428,-0.0300702,0.0638963,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc070.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc070.wav,DM5Perc070.wav,1223725318,1623679728,19660,167fa896785e85d06a7b9828b0795c75,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,9808,222.404,0.593231,-10.5557,0.999969,0.598922,0.0,0.465853,0.18321,-0.114453,0.0309585,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Akai XR10/XR10Vibra.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Akai XR10/XR10Vibra.wav,XR10Vibra.wav,1223725314,1623679727,115244,8dac943c63c9478627b7592f46aabf0a,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,57600,1306.12,0.833199,-8.50523,1.0,0.975911,0.0,0.85047,0.662072,0.0405765,-0.00861813,Cymbal,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc069.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc069.wav,DM5Perc069.wav,1223725318,1623679728,22866,d2cb61d580a7b2c5dc94e3056e660207,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,11411,258.753,0.496116,-13.9159,0.999969,0.994008,0.0,0.439923,0.103684,-0.0411833,0.00895726,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc068.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc068.wav,DM5Perc068.wav,1223725318,1623679728,96976,49b9a35cfd7c4da38a6e4ec3ae9a3eec,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,48466,1099.0,0.15848,-12.0228,0.999847,0.913413,0.0,0.313189,0.635182,-0.0159987,-0.00695517,Tom,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Akai Mpc60/MaxV - Snare 1.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Akai Mpc60/MaxV - Snare 1.wav,MaxV - Snare 1.wav,1223725314,1623679727,52990,d235939ad3c758821081187e1a9b7317,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,26473,600.295,0.623977,1.85211,0.987213,0.781685,0.0,0.585381,0.561266,0.0412075,-0.0446571,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Akai XR10/XRFinSnap.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Akai XR10/XRFinSnap.wav,XRFinSnap.wav,1223725314,1623679727,13354,29a2d29a9cfc5459be668c1f1f3d9cdf,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,6655,150.907,0.798148,-8.27518,1.0,0.957639,0.0,0.769315,0.269308,-0.0513505,0.142973,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc067.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc067.wav,DM5Perc067.wav,1223725318,1623679728,52510,86e6085b9d3851a5473404f664224433,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,26233,594.853,0.289029,-12.4603,0.999969,0.952863,0.0,0.42134,0.523159,-0.0304877,0.0232637,Tom,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc066.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc066.wav,DM5Perc066.wav,1223725318,1623679728,43328,69fde2ccbd2537715fb0f443c93b3cd1,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,1,21642,490.748,0.318971,-14.3557,0.999969,0.947185,0.0,0.43919,0.504573,-0.0521766,0.0591457,Tom,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc065.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc065.wav,DM5Perc065.wav,1223725318,1623679728,69718,b1b28ff2c90774981b2ae5d692017f69,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,34837,789.955,0.433796,-11.1904,1.0,0.903625,0.0,0.49863,0.513854,-0.0758225,0.0306227,Tom,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Akai XR10/XRClave.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Akai XR10/XRClave.wav,XRClave.wav,1223725314,1623679727,2230,82d428daccd92ed655f967196ee2c6d2,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,1093,24.7846,0.637386,-6.40206,1.0,0.332757,0.0,0.633008,0.030881,0.0146219,0.0606628,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc064.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc064.wav,DM5Perc064.wav,1223725318,1623679728,57506,874b6d654c045b10a644fc09635d167e,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,28731,651.497,0.46877,-11.1122,1.0,0.902514,0.0,0.510417,0.510096,-0.0797284,0.0530036,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc063.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Alesis DM5/DM5Perc063.wav,DM5Perc063.wav,1223725318,1623679728,5418,3645e071e7989d036c14525487a2d19d,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,2687,60.9297,0.509232,-5.94515,1.0,0.796606,0.0,0.632412,0.0664444,0.00553294,0.0858982,Perc,0,,wav
